city,latitude,longitude,elevation_m,month,is_monsoon,is_coastal,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,max_hourly_rate_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,flood_occurred
Hyderabad,17.39,78.49,542,7,1,0,49.9,50.6,84.5,0.1,21.2,86.5,997.4,7.6,1
Bhubaneswar,20.3,85.82,45,4,0,1,4.1,7.4,8.6,0.3,23.0,68.9,1025.0,4.9,0
Jaipur,26.91,75.79,431,7,1,0,86.9,184.9,205.1,0.2,27.9,89.2,989.1,27.9,1
Dehradun,30.32,78.03,640,4,0,0,0.7,1.5,1.8,0.1,18.4,68.7,1009.7,9.9,0
Thiruvananthapuram,8.52,76.94,10,5,0,1,0.4,0.5,0.6,0.0,16.2,52.1,1010.5,0.4,0
Dehradun,30.32,78.03,640,3,0,0,4.8,8.8,12.5,0.4,23.8,71.1,1011.0,1.8,0
Pune,18.52,73.86,560,5,0,0,0.6,1.4,1.9,0.0,25.6,57.9,1013.6,13.0,0
Bengaluru,12.97,77.59,920,10,0,0,13.4,18.8,22.1,2.6,21.5,70.4,1012.7,1.6,0
Varanasi,25.32,83.01,81,10,0,0,32.1,32.7,40.8,4.2,25.4,70.9,1016.0,1.8,0
Kochi,9.93,76.27,0,3,0,1,3.2,3.5,5.6,0.1,23.7,50.2,1013.2,8.7,0
Chennai,13.08,80.27,6,12,0,1,5.7,6.1,6.5,0.4,32.3,67.8,1019.3,10.4,0
Chennai,13.08,80.27,6,10,0,1,3.1,3.9,4.4,0.3,34.4,41.3,1013.0,14.6,0
Bengaluru,12.97,77.59,920,9,1,0,28.9,34.5,53.5,1.7,29.7,67.1,1011.1,15.0,0
Pune,18.52,73.86,560,7,1,0,84.4,87.9,88.0,7.8,30.9,80.0,1012.0,24.9,0
Hyderabad,17.39,78.49,542,11,0,0,13.2,15.5,16.9,0.0,20.3,63.5,1007.3,1.0,0
Patna,25.61,85.14,53,1,0,0,0.3,0.4,0.4,0.0,29.2,59.7,1004.3,0.6,0
Raipur,21.25,81.63,298,9,1,0,38.4,45.4,109.9,1.8,24.5,86.5,990.7,18.1,0
Srinagar,34.08,74.8,1585,3,0,0,5.4,15.6,16.5,2.2,15.7,41.0,1020.7,13.0,0
Raipur,21.25,81.63,298,5,0,0,5.1,5.1,5.6,0.2,17.2,31.9,1013.9,16.5,0
Ranchi,23.34,85.31,651,1,0,0,13.5,19.0,19.6,0.9,21.4,54.9,1007.6,1.2,0
Hyderabad,17.39,78.49,542,5,0,0,0.2,0.5,0.7,0.0,18.2,61.3,1013.3,1.2,0
Mumbai,19.08,72.88,14,9,1,1,128.1,329.3,385.4,18.8,28.3,99.0,1011.5,5.4,1
Dibrugarh,27.47,94.91,108,1,0,0,2.0,3.4,3.7,0.1,30.4,79.7,1017.7,4.8,0
Varanasi,25.32,83.01,81,5,0,0,10.1,17.3,20.3,0.6,26.3,59.5,1008.1,0.8,0
Kolkata,22.57,88.36,11,1,0,1,5.1,5.7,6.4,2.0,29.2,42.9,1014.3,20.4,0
Kochi,9.93,76.27,0,8,1,1,65.9,130.1,142.4,4.0,31.3,84.7,983.1,6.4,1
Pune,18.52,73.86,560,10,0,0,10.1,19.1,26.2,0.2,23.7,62.2,1009.6,17.1,0
Lucknow,26.85,80.95,123,11,0,0,7.2,9.4,10.8,0.3,27.7,34.3,1011.0,0.6,0
Lucknow,26.85,80.95,123,5,0,0,1.7,2.0,3.0,0.5,23.4,52.4,1012.1,5.1,0
Varanasi,25.32,83.01,81,2,0,0,13.4,28.5,28.6,0.9,25.8,91.0,1013.8,6.3,0
Patna,25.61,85.14,53,1,0,0,4.2,5.6,7.7,1.0,23.9,92.0,1014.4,4.2,0
Thiruvananthapuram,8.52,76.94,10,11,0,1,2.7,3.6,6.2,1.7,23.7,73.1,1014.6,36.0,0
Ahmedabad,23.02,72.57,53,10,0,1,0.9,0.9,1.2,0.0,22.6,78.0,1013.0,13.9,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,2.4,2.9,4.5,0.5,36.2,58.7,1010.7,11.1,0
Dibrugarh,27.47,94.91,108,5,0,0,7.8,9.5,17.7,0.9,33.2,57.0,1025.0,11.7,0
Ahmedabad,23.02,72.57,53,12,0,1,8.0,11.7,12.4,0.2,23.9,47.4,1002.5,6.4,0
Raipur,21.25,81.63,298,4,0,0,24.0,24.4,25.0,0.7,38.3,67.2,1007.9,0.3,0
Varanasi,25.32,83.01,81,10,0,0,8.4,20.2,43.1,4.6,23.3,55.4,1007.6,9.3,0
Imphal,24.82,93.95,786,4,0,0,9.6,13.9,14.0,1.9,15.5,73.3,1005.0,3.4,0
Ranchi,23.34,85.31,651,6,1,0,12.8,23.3,26.9,0.1,31.0,82.3,989.2,2.7,0
Visakhapatnam,17.69,83.22,45,5,0,1,13.0,23.1,38.0,2.9,32.3,77.3,1018.3,2.9,0
Lucknow,26.85,80.95,123,11,0,0,12.5,16.2,36.3,0.8,32.8,55.5,1004.9,4.3,0
Thiruvananthapuram,8.52,76.94,10,2,0,1,12.5,23.2,26.5,4.2,30.0,61.3,1011.2,2.6,0
Srinagar,34.08,74.8,1585,12,0,0,29.5,36.5,39.3,2.5,21.8,53.8,1015.7,1.4,0
Ranchi,23.34,85.31,651,5,0,0,13.9,15.5,17.1,0.5,11.2,56.0,1008.1,23.6,0
Raipur,21.25,81.63,298,10,0,0,1.1,1.4,2.1,0.1,22.4,73.9,1009.2,4.8,0
Varanasi,25.32,83.01,81,5,0,0,1.2,1.5,3.1,0.1,17.3,58.8,1012.7,3.1,0
Dibrugarh,27.47,94.91,108,2,0,0,6.9,12.9,14.8,0.4,25.3,41.6,1012.7,11.2,0
Shillong,25.57,91.88,1496,6,1,0,13.4,22.2,27.2,0.2,23.0,72.3,1003.6,2.8,0
Shillong,25.57,91.88,1496,5,0,0,13.3,15.5,20.8,0.6,16.3,53.7,1003.4,3.9,0
Kochi,9.93,76.27,0,8,1,1,18.6,32.8,38.1,6.7,30.0,74.0,989.0,10.5,0
Raipur,21.25,81.63,298,1,0,0,3.9,3.9,4.0,0.1,23.8,68.0,1004.1,38.9,0
Raipur,21.25,81.63,298,10,0,0,22.6,38.5,44.4,0.4,33.1,52.8,1012.8,5.6,0
Hyderabad,17.39,78.49,542,6,1,0,91.3,103.6,125.6,13.4,34.2,88.2,1007.2,2.0,1
Dehradun,30.32,78.03,640,5,0,0,23.5,45.7,68.9,0.5,11.4,42.4,1014.0,0.1,0
Kochi,9.93,76.27,0,12,0,1,5.5,7.2,7.6,1.3,28.9,41.6,1011.0,8.4,0
Hyderabad,17.39,78.49,542,1,0,0,0.7,1.7,2.1,0.1,30.3,57.6,1015.6,8.1,0
Hyderabad,17.39,78.49,542,12,0,0,7.4,8.5,8.8,0.6,28.7,66.6,1014.6,4.7,0
Imphal,24.82,93.95,786,12,0,0,6.9,14.2,14.7,0.8,15.3,61.6,1010.8,1.1,0
Lucknow,26.85,80.95,123,12,0,0,5.0,5.7,6.0,1.0,25.3,51.9,1014.6,3.7,0
Ahmedabad,23.02,72.57,53,4,0,1,4.5,8.6,13.4,0.2,16.6,71.5,1010.9,20.9,0
Dibrugarh,27.47,94.91,108,2,0,0,8.3,13.5,19.8,1.0,22.2,40.9,1007.2,5.9,0
Jaipur,26.91,75.79,431,11,0,0,0.1,0.2,0.3,0.0,15.1,89.3,1016.4,0.7,0
Shillong,25.57,91.88,1496,1,0,0,7.5,12.1,13.3,1.3,24.0,78.1,1008.3,6.4,0
Ahmedabad,23.02,72.57,53,12,0,1,11.0,15.7,18.4,1.4,27.8,67.5,1017.5,11.8,0
Ahmedabad,23.02,72.57,53,5,0,1,1.6,2.1,2.7,0.1,28.1,86.5,1014.0,8.3,0
Varanasi,25.32,83.01,81,1,0,0,3.1,3.2,3.6,0.0,25.1,49.5,1011.9,2.5,0
Imphal,24.82,93.95,786,12,0,0,6.1,7.9,9.9,0.1,27.6,62.6,1003.3,3.6,0
Jaipur,26.91,75.79,431,4,0,0,6.2,10.7,13.2,3.2,21.8,80.0,1003.6,4.4,0
Visakhapatnam,17.69,83.22,45,12,0,1,10.4,13.9,33.8,3.4,21.4,95.0,1004.0,22.0,0
Hyderabad,17.39,78.49,542,7,1,0,18.2,31.8,34.4,2.0,31.7,86.2,1001.7,1.6,0
Kochi,9.93,76.27,0,2,0,1,3.2,6.9,7.3,0.3,26.5,57.1,1016.1,21.7,0
Chennai,13.08,80.27,6,12,0,1,13.9,17.3,20.8,0.7,21.1,46.8,1016.3,1.8,0
Bengaluru,12.97,77.59,920,6,1,0,177.8,238.3,243.5,14.9,26.0,86.4,992.3,16.5,1
Silchar,24.83,92.78,35,11,0,0,16.5,23.8,24.9,0.3,22.2,83.3,1013.6,21.3,0
Bengaluru,12.97,77.59,920,1,0,0,4.9,8.5,11.7,0.2,21.0,33.9,1012.7,6.6,0
Ahmedabad,23.02,72.57,53,3,0,1,9.4,12.3,14.4,2.5,27.9,35.8,1014.6,14.0,0
Varanasi,25.32,83.01,81,4,0,0,2.7,4.5,4.8,0.3,24.0,88.8,1014.8,12.6,0
Dehradun,30.32,78.03,640,8,1,0,29.1,38.3,43.4,1.9,32.3,95.9,1003.7,6.3,0
Ahmedabad,23.02,72.57,53,2,0,1,1.3,1.4,2.8,0.2,19.5,40.7,1012.9,28.8,0
Dehradun,30.32,78.03,640,3,0,0,3.8,4.5,5.7,0.2,19.8,59.7,1005.4,4.6,0
Dibrugarh,27.47,94.91,108,12,0,0,14.6,21.5,26.7,5.0,22.2,80.6,1021.2,1.6,0
Dibrugarh,27.47,94.91,108,2,0,0,6.1,9.1,13.6,0.5,27.1,58.3,1019.3,6.2,0
Visakhapatnam,17.69,83.22,45,3,0,1,6.7,7.2,12.8,0.6,19.1,74.8,1011.9,14.5,0
Ranchi,23.34,85.31,651,3,0,0,4.2,8.2,8.2,0.5,13.4,65.0,1005.2,4.8,0
Kochi,9.93,76.27,0,8,1,1,95.6,124.2,137.4,20.7,30.5,86.3,1020.0,8.8,0
Ahmedabad,23.02,72.57,53,11,0,1,12.1,31.2,34.1,2.0,24.3,44.2,1012.7,1.3,0
Raipur,21.25,81.63,298,12,0,0,3.7,6.4,7.4,1.1,8.7,76.3,1018.4,1.8,0
Silchar,24.83,92.78,35,11,0,0,0.4,0.5,0.7,0.0,21.5,40.1,1016.5,11.9,0
Kochi,9.93,76.27,0,4,0,1,5.9,9.5,13.4,0.0,19.7,89.7,1013.4,1.9,0
Pune,18.52,73.86,560,2,0,0,3.3,4.3,6.0,0.2,24.0,91.3,1014.4,0.2,0
Kochi,9.93,76.27,0,4,0,1,28.1,59.7,74.5,3.3,23.2,53.2,1014.2,3.0,0
Bengaluru,12.97,77.59,920,2,0,0,7.4,11.8,11.9,0.7,17.0,89.0,1009.8,3.3,0
Dibrugarh,27.47,94.91,108,5,0,0,2.0,4.6,5.0,0.1,31.0,59.4,1020.9,6.5,0
Delhi,28.61,77.23,216,4,0,0,8.3,23.0,24.5,0.3,23.8,82.4,1012.8,36.2,0
Kolkata,22.57,88.36,11,11,0,1,0.8,1.9,2.1,0.0,32.0,42.5,1005.4,2.3,0
Kochi,9.93,76.27,0,2,0,1,11.6,26.6,29.6,0.7,28.0,79.5,1007.8,25.4,0
Silchar,24.83,92.78,35,5,0,0,4.9,5.7,9.1,0.2,25.4,80.1,1002.7,7.1,0
Ranchi,23.34,85.31,651,8,1,0,62.8,92.6,123.6,0.4,23.7,80.9,1002.1,7.6,0
Visakhapatnam,17.69,83.22,45,7,1,1,12.3,21.1,23.7,3.2,33.1,81.1,1001.5,5.7,0
Bhubaneswar,20.3,85.82,45,4,0,1,20.5,25.6,26.2,2.2,22.3,68.2,1018.2,12.1,0
Bhubaneswar,20.3,85.82,45,9,1,1,86.0,124.6,141.9,2.1,28.4,73.4,1003.9,0.7,1
Varanasi,25.32,83.01,81,6,1,0,4.9,5.1,5.8,1.4,35.8,80.0,1003.9,1.2,0
Kochi,9.93,76.27,0,7,1,1,158.1,206.8,395.1,29.7,33.9,99.7,1013.4,6.8,1
Chennai,13.08,80.27,6,5,0,1,16.8,20.3,22.7,0.7,20.4,68.9,1008.4,0.0,0
Visakhapatnam,17.69,83.22,45,6,1,1,6.4,8.9,9.0,2.8,24.9,77.1,992.2,4.6,0
Guwahati,26.14,91.74,55,8,1,0,63.7,138.7,146.2,3.8,31.6,79.4,1000.1,3.3,0
Delhi,28.61,77.23,216,10,0,0,0.2,0.4,0.6,0.1,24.1,58.6,1021.7,3.6,0
Ranchi,23.34,85.31,651,5,0,0,10.4,26.0,33.0,5.0,19.9,56.6,1014.5,0.9,0
Thiruvananthapuram,8.52,76.94,10,3,0,1,3.2,7.6,8.9,0.0,25.1,78.4,1015.3,0.5,0
Patna,25.61,85.14,53,6,1,0,112.4,128.3,131.8,8.8,25.8,96.9,1015.8,24.1,1
Pune,18.52,73.86,560,12,0,0,7.0,20.4,20.8,0.3,19.6,50.2,1013.7,2.2,0
Visakhapatnam,17.69,83.22,45,2,0,1,7.2,11.3,19.4,1.0,24.4,35.7,1008.2,26.6,0
Chennai,13.08,80.27,6,5,0,1,4.3,5.0,5.0,0.5,29.9,53.3,1010.2,0.9,0
Imphal,24.82,93.95,786,4,0,0,3.9,4.9,5.1,0.1,20.9,53.5,1002.4,24.7,0
Thiruvananthapuram,8.52,76.94,10,1,0,1,27.6,44.8,64.2,0.4,34.6,71.9,1019.7,10.6,0
Thiruvananthapuram,8.52,76.94,10,4,0,1,0.7,0.9,1.0,0.1,24.9,65.1,1022.6,20.9,0
Dehradun,30.32,78.03,640,1,0,0,1.0,1.8,2.3,0.0,18.2,37.0,1007.4,6.3,0
Jaipur,26.91,75.79,431,11,0,0,1.2,1.5,2.3,0.1,24.7,54.6,1006.9,4.0,0
Bengaluru,12.97,77.59,920,7,1,0,21.4,25.0,29.4,0.1,22.3,64.8,1002.8,0.4,0
Jaipur,26.91,75.79,431,5,0,0,14.9,20.5,23.6,1.1,17.7,60.5,1012.8,1.4,0
Dibrugarh,27.47,94.91,108,7,1,0,34.7,86.7,93.5,3.6,27.9,80.1,988.8,2.1,1
Guwahati,26.14,91.74,55,8,1,0,11.2,18.5,20.0,0.3,27.8,76.9,1005.5,5.3,0
Srinagar,34.08,74.8,1585,8,1,0,21.1,35.2,48.1,2.0,15.5,79.4,995.4,2.7,0
Hyderabad,17.39,78.49,542,12,0,0,2.6,3.9,6.9,0.1,27.8,61.6,1005.3,6.6,0
Delhi,28.61,77.23,216,4,0,0,2.7,5.2,5.9,0.4,18.4,70.7,1008.2,4.1,0
Dibrugarh,27.47,94.91,108,2,0,0,29.3,36.3,44.6,0.1,29.2,60.2,1009.2,6.5,0
Dehradun,30.32,78.03,640,3,0,0,0.1,0.2,0.2,0.0,22.5,51.6,1011.4,5.9,0
Imphal,24.82,93.95,786,11,0,0,4.7,6.7,8.8,1.4,23.7,51.0,1010.1,22.7,0
Pune,18.52,73.86,560,10,0,0,6.1,9.9,11.2,0.1,20.3,54.4,1010.6,10.6,0
Bhubaneswar,20.3,85.82,45,4,0,1,9.6,13.8,19.6,0.4,22.4,54.2,1014.6,9.7,0
Kochi,9.93,76.27,0,12,0,1,6.0,7.4,11.8,0.4,25.4,70.9,1010.5,11.7,0
Kolkata,22.57,88.36,11,8,1,1,33.9,70.2,84.8,1.8,35.7,91.5,980.2,32.1,1
Ahmedabad,23.02,72.57,53,5,0,1,9.5,14.4,30.4,0.3,27.4,77.4,1009.7,0.0,0
Jaipur,26.91,75.79,431,12,0,0,9.1,18.5,18.7,1.6,22.0,47.7,1019.6,13.8,0
Chennai,13.08,80.27,6,9,1,1,12.2,17.5,18.9,0.1,25.5,84.9,1018.7,28.4,0
Jaipur,26.91,75.79,431,10,0,0,4.8,4.9,4.9,0.0,25.2,78.6,1019.7,0.3,0
Jaipur,26.91,75.79,431,4,0,0,7.2,9.5,17.2,1.4,21.1,63.2,1016.1,9.0,0
Guwahati,26.14,91.74,55,9,1,0,101.0,361.4,392.2,1.5,27.1,87.8,1014.1,12.0,1
Delhi,28.61,77.23,216,5,0,0,10.7,13.6,15.5,1.4,27.9,45.7,1024.6,1.8,0
Imphal,24.82,93.95,786,4,0,0,19.7,25.1,25.2,0.7,24.7,31.7,1019.9,19.9,0
Guwahati,26.14,91.74,55,1,0,0,15.6,68.4,78.1,1.0,27.4,47.2,1011.4,12.5,0
Raipur,21.25,81.63,298,1,0,0,0.8,1.7,2.7,0.2,13.0,85.7,1014.0,1.3,0
Patna,25.61,85.14,53,5,0,0,4.5,14.8,17.1,0.6,23.7,88.9,1016.5,2.7,0
Lucknow,26.85,80.95,123,12,0,0,2.1,2.3,2.6,0.2,31.5,69.4,1021.3,10.6,0
Srinagar,34.08,74.8,1585,8,1,0,45.3,46.8,67.1,12.6,19.5,86.6,1001.6,2.8,0
Ahmedabad,23.02,72.57,53,8,1,1,84.8,90.2,133.1,12.1,29.4,89.8,1010.4,1.9,1
Raipur,21.25,81.63,298,10,0,0,22.3,22.3,23.9,0.1,26.7,76.3,1011.3,0.8,0
Imphal,24.82,93.95,786,9,1,0,8.5,10.4,13.1,0.0,37.3,88.0,1001.1,2.1,0
Visakhapatnam,17.69,83.22,45,12,0,1,10.0,12.2,15.6,5.0,31.2,75.8,1016.6,11.6,0
Visakhapatnam,17.69,83.22,45,7,1,1,100.3,105.3,178.1,1.0,29.0,73.7,1007.9,1.7,1
Chennai,13.08,80.27,6,12,0,1,6.2,9.0,10.1,1.2,15.6,71.2,1013.6,15.4,0
Varanasi,25.32,83.01,81,5,0,0,14.6,14.6,17.2,2.4,18.6,67.9,1015.0,2.9,0
Dehradun,30.32,78.03,640,11,0,0,7.9,10.9,12.5,0.5,17.1,69.8,1015.4,6.9,0
Bhubaneswar,20.3,85.82,45,12,0,1,5.6,6.4,7.9,0.8,22.0,61.9,1015.6,10.5,0
Srinagar,34.08,74.8,1585,10,0,0,6.2,8.3,9.0,0.9,13.3,66.8,1009.2,19.7,0
Imphal,24.82,93.95,786,9,1,0,147.1,274.2,345.7,16.8,23.5,77.9,1001.8,7.8,1
Dibrugarh,27.47,94.91,108,6,1,0,51.8,80.6,109.3,17.8,28.6,85.8,1002.4,0.3,0
Visakhapatnam,17.69,83.22,45,9,1,1,18.9,22.5,27.8,8.8,32.9,71.2,1005.9,38.4,0
Imphal,24.82,93.95,786,11,0,0,3.4,4.9,11.7,0.0,25.6,67.4,1014.8,5.1,0
Pune,18.52,73.86,560,8,1,0,21.7,50.8,69.6,3.3,32.6,82.4,1001.6,1.2,0
Bengaluru,12.97,77.59,920,6,1,0,34.0,34.8,46.7,1.1,27.5,73.0,996.2,9.1,0
Bengaluru,12.97,77.59,920,4,0,0,6.1,7.4,17.3,0.2,19.0,67.6,1018.8,0.5,0
Mumbai,19.08,72.88,14,2,0,1,8.8,12.4,12.5,1.0,21.8,89.6,1016.6,17.0,0
Srinagar,34.08,74.8,1585,8,1,0,20.3,67.1,94.4,1.4,17.6,80.5,985.6,2.5,0
Dehradun,30.32,78.03,640,4,0,0,8.8,10.1,12.4,0.5,31.6,21.3,1011.4,8.0,0
Pune,18.52,73.86,560,1,0,0,7.2,12.0,16.0,2.2,17.8,39.4,1016.5,1.8,0
Dibrugarh,27.47,94.91,108,9,1,0,36.5,58.0,83.6,5.2,28.6,81.7,994.5,2.7,0
Hyderabad,17.39,78.49,542,7,1,0,106.2,249.3,342.4,25.6,26.9,76.9,1001.5,1.6,1
Raipur,21.25,81.63,298,6,1,0,33.4,39.4,45.5,2.4,27.9,100.0,996.6,13.3,0
Dehradun,30.32,78.03,640,12,0,0,5.0,8.4,9.4,0.4,21.3,52.1,1013.1,0.2,0
Jaipur,26.91,75.79,431,9,1,0,27.1,39.8,52.5,2.1,18.9,90.7,1001.2,4.2,0
Delhi,28.61,77.23,216,12,0,0,2.6,2.8,2.9,0.0,17.5,55.3,1016.7,0.2,0
Mumbai,19.08,72.88,14,4,0,1,11.3,20.5,39.7,1.6,29.0,58.8,1008.7,10.9,0
Hyderabad,17.39,78.49,542,4,0,0,17.5,31.0,38.2,2.9,26.4,67.7,1012.6,15.2,0
Thiruvananthapuram,8.52,76.94,10,8,1,1,127.4,141.3,203.6,5.5,25.2,82.2,1018.3,25.0,1
Hyderabad,17.39,78.49,542,6,1,0,52.3,81.6,92.8,3.1,34.0,98.2,1000.5,8.3,0
Kolkata,22.57,88.36,11,6,1,1,212.2,281.4,282.8,12.0,30.2,80.1,997.8,4.9,1
Imphal,24.82,93.95,786,6,1,0,37.4,39.7,67.0,12.5,28.7,85.0,998.6,12.6,0
Chennai,13.08,80.27,6,12,0,1,10.6,11.9,12.9,0.4,25.7,65.7,1011.7,15.0,0
Lucknow,26.85,80.95,123,6,1,0,4.9,9.8,11.7,0.9,29.3,80.8,999.0,0.3,0
Shillong,25.57,91.88,1496,1,0,0,16.5,21.7,24.8,5.4,16.7,45.5,1003.3,0.8,0
Pune,18.52,73.86,560,6,1,0,2.9,4.4,4.9,0.6,28.4,88.4,1005.6,1.3,0
Kochi,9.93,76.27,0,7,1,1,82.2,104.8,107.5,12.8,21.6,77.0,1009.9,29.3,1
Visakhapatnam,17.69,83.22,45,1,0,1,4.7,7.0,7.2,0.9,31.5,58.3,1016.3,3.5,0
Visakhapatnam,17.69,83.22,45,1,0,1,14.8,21.9,23.9,1.8,18.0,51.2,1017.6,0.5,0
Ahmedabad,23.02,72.57,53,9,1,1,14.6,31.7,32.5,1.5,31.9,67.5,995.0,28.3,0
Chennai,13.08,80.27,6,8,1,1,15.3,22.3,23.7,0.6,29.1,82.0,1001.0,4.6,0
Patna,25.61,85.14,53,6,1,0,66.6,120.7,145.1,0.5,27.0,77.4,1006.6,3.2,1
Delhi,28.61,77.23,216,9,1,0,20.8,22.5,51.8,2.1,27.7,90.5,998.5,7.2,0
Kolkata,22.57,88.36,11,2,0,1,7.1,13.7,17.2,0.3,23.4,68.4,1016.2,44.6,0
Ahmedabad,23.02,72.57,53,7,1,1,110.4,162.6,164.9,18.9,40.8,98.8,1007.8,8.4,1
Dibrugarh,27.47,94.91,108,1,0,0,34.5,55.9,62.8,7.3,21.7,37.5,1021.1,1.6,0
Jaipur,26.91,75.79,431,7,1,0,64.6,172.4,217.5,9.7,27.1,75.7,995.2,6.6,1
Kolkata,22.57,88.36,11,7,1,1,36.4,69.6,96.3,1.8,28.7,68.8,1010.7,1.0,0
Silchar,24.83,92.78,35,11,0,0,45.1,58.4,68.6,0.9,17.3,78.7,1017.3,1.3,0
Bhubaneswar,20.3,85.82,45,11,0,1,9.2,11.4,12.7,0.4,26.0,69.5,1011.2,2.2,0
Bengaluru,12.97,77.59,920,5,0,0,6.5,8.7,9.9,1.3,33.4,53.9,1007.7,15.3,0
Dibrugarh,27.47,94.91,108,9,1,0,8.9,10.8,11.0,0.7,23.0,77.9,1016.7,9.5,0
Varanasi,25.32,83.01,81,11,0,0,0.8,1.7,2.2,0.1,26.8,47.1,1014.2,9.9,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,7.1,7.3,7.4,0.0,20.6,35.3,1016.7,19.1,0
Dibrugarh,27.47,94.91,108,5,0,0,6.0,7.2,7.5,0.6,21.3,87.6,1013.6,8.3,0
Mumbai,19.08,72.88,14,5,0,1,9.6,16.7,19.6,1.4,24.0,85.0,1014.5,6.4,0
Dehradun,30.32,78.03,640,3,0,0,8.2,10.9,12.2,0.1,17.3,61.9,1010.0,0.9,0
Lucknow,26.85,80.95,123,4,0,0,1.7,2.8,3.5,0.1,21.8,43.3,1007.1,6.3,0
Imphal,24.82,93.95,786,7,1,0,46.0,49.1,85.1,2.1,30.0,82.5,1016.3,4.6,0
Ranchi,23.34,85.31,651,2,0,0,3.7,4.3,4.8,0.3,26.4,39.5,1012.1,2.7,0
Mumbai,19.08,72.88,14,12,0,1,46.5,67.6,74.8,0.5,25.3,95.0,1006.3,1.8,0
Kochi,9.93,76.27,0,4,0,1,9.6,20.9,25.5,1.0,21.1,37.4,1010.2,7.7,0
Bengaluru,12.97,77.59,920,10,0,0,2.0,2.6,2.8,0.3,22.3,69.8,1014.3,16.2,0
Thiruvananthapuram,8.52,76.94,10,3,0,1,1.4,2.0,3.5,0.4,24.0,42.5,1005.0,5.3,0
Bhubaneswar,20.3,85.82,45,10,0,1,9.2,13.3,14.2,0.9,32.9,74.9,1015.3,3.0,0
Patna,25.61,85.14,53,2,0,0,4.5,8.3,10.8,0.2,29.4,59.0,1015.8,5.2,0
Visakhapatnam,17.69,83.22,45,10,0,1,2.3,4.7,6.4,0.2,27.9,66.6,1013.9,6.8,0
Delhi,28.61,77.23,216,8,1,0,28.9,29.8,54.5,2.1,23.6,72.7,1020.0,0.0,0
Dibrugarh,27.47,94.91,108,6,1,0,76.8,86.0,86.4,14.2,30.9,76.9,998.1,1.7,1
Bhubaneswar,20.3,85.82,45,6,1,1,38.4,46.5,55.8,0.4,26.6,78.5,1016.3,15.5,0
Delhi,28.61,77.23,216,2,0,0,27.8,55.5,93.7,2.3,19.9,63.2,1012.1,1.6,0
Dehradun,30.32,78.03,640,3,0,0,1.7,2.5,3.2,0.0,13.0,86.5,1019.2,22.5,0
Dehradun,30.32,78.03,640,9,1,0,201.3,233.0,290.3,55.0,22.5,88.2,994.0,3.7,1
Hyderabad,17.39,78.49,542,1,0,0,1.8,3.9,4.9,0.2,16.2,39.0,1019.9,12.0,0
Lucknow,26.85,80.95,123,4,0,0,2.3,4.4,4.6,0.2,35.5,53.0,1010.9,16.8,0
Bhubaneswar,20.3,85.82,45,9,1,1,43.1,53.1,75.3,1.8,29.7,89.1,995.4,0.6,0
Pune,18.52,73.86,560,8,1,0,128.8,209.0,215.4,47.7,35.0,75.2,996.0,0.0,1
Kolkata,22.57,88.36,11,6,1,1,67.5,91.2,109.6,3.2,20.0,78.4,1006.3,5.4,1
Ranchi,23.34,85.31,651,10,0,0,8.9,19.5,22.0,0.6,29.1,65.1,1011.8,8.9,0
Delhi,28.61,77.23,216,1,0,0,10.0,13.2,16.2,3.7,32.5,74.8,1019.8,0.5,0
Imphal,24.82,93.95,786,12,0,0,3.3,4.1,4.7,0.1,16.0,82.7,1014.1,10.2,0
Shillong,25.57,91.88,1496,10,0,0,6.3,9.0,9.1,2.0,17.9,65.9,1009.3,2.1,0
Raipur,21.25,81.63,298,3,0,0,29.2,30.0,39.8,1.9,30.0,81.1,1014.2,5.9,0
Patna,25.61,85.14,53,6,1,0,121.8,324.8,327.5,10.6,37.0,89.4,1004.7,12.6,1
Lucknow,26.85,80.95,123,5,0,0,11.3,17.6,31.1,0.6,24.5,63.7,1011.5,0.7,0
Silchar,24.83,92.78,35,2,0,0,0.4,0.5,0.5,0.0,16.7,62.4,1021.2,19.3,0
Raipur,21.25,81.63,298,3,0,0,5.4,14.1,15.1,0.1,30.8,46.1,1013.5,5.8,0
Ahmedabad,23.02,72.57,53,3,0,1,0.5,0.5,0.9,0.0,22.6,72.7,1010.1,11.4,0
Mumbai,19.08,72.88,14,9,1,1,4.3,5.3,6.5,0.5,33.0,78.7,1000.5,11.3,0
Patna,25.61,85.14,53,9,1,0,40.5,46.9,47.0,5.3,30.8,91.2,1000.7,15.7,0
Ahmedabad,23.02,72.57,53,12,0,1,1.0,1.2,1.7,0.1,20.8,95.0,1012.5,21.6,0
Delhi,28.61,77.23,216,1,0,0,7.7,14.6,16.3,0.2,31.5,41.5,1010.3,3.0,0
Dehradun,30.32,78.03,640,11,0,0,3.9,10.1,10.5,3.9,24.3,54.0,1013.8,2.0,0
Silchar,24.83,92.78,35,11,0,0,28.6,47.2,52.9,4.9,19.2,77.7,1011.4,19.5,0
Kochi,9.93,76.27,0,7,1,1,78.3,103.2,108.6,25.1,28.3,79.5,994.8,14.6,1
