region,latitude,longitude,seismic_zone,event_count_30d,avg_magnitude,max_magnitude,magnitude_std,b_value,avg_depth_km,log_energy_release,inter_event_cv,recent_rate_7d,rate_change_ratio,significant_event_next30d
Meghalaya,25.83,91.28,5,0,0.0,0.0,0.0,1.0,115.9,0.0,0.0,0,0.0,0
Rajasthan,27.58,76.51,2,1,2.35,2.35,0.0,1.0,9.6,3.532,0.0,0,0.0,1
Tamil Nadu,11.87,79.44,2,0,0.0,0.0,0.0,1.0,11.6,0.0,0.0,0,0.0,0
Odisha,20.15,85.67,2,0,0.0,0.0,0.0,1.0,14.1,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.95,94.92,5,2,2.17,2.22,0.045,1.0,41.3,3.562,0.0,2,6.362,0
Meghalaya,25.19,92.84,5,2,2.04,2.07,0.024,1.0,30.3,3.367,0.0,0,0.0,0
Ladakh,35.18,78.09,5,2,2.26,2.27,0.01,1.0,35.2,3.696,0.0,2,6.362,1
Gujarat-Saurashtra,22.83,71.04,3,1,2.22,2.22,0.0,1.0,23.1,3.33,0.0,0,0.0,0
West Bengal,21.71,88.11,3,1,2.3,2.3,0.0,1.0,25.7,3.448,0.0,0,0.0,0
Himachal Pradesh,31.47,78.14,5,5,2.28,2.56,0.182,1.331,35.8,4.2,0.73,1,0.815,0
Delhi-NCR,28.14,76.68,4,2,2.68,3.29,0.614,1.0,25.6,4.948,0.0,0,0.0,0
Ladakh,33.27,77.97,5,7,2.63,3.49,0.466,0.643,38.4,5.356,1.137,2,1.306,1
Arunachal Pradesh,28.55,95.63,5,2,2.18,2.3,0.123,1.0,12.8,3.609,0.0,0,0.0,0
Uttarakhand,30.01,79.72,5,3,2.72,4.02,0.921,1.0,51.7,6.037,0.468,0,0.0,0
Gujarat-Saurashtra,21.71,70.92,3,0,0.0,0.0,0.0,1.0,17.3,0.0,0.0,0,0.0,0
Kashmir,33.83,74.24,5,2,2.25,2.26,0.01,1.0,20.7,3.679,0.0,0,0.0,0
Odisha,19.69,84.95,2,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0,0.0,0
Rajasthan,27.37,75.34,2,0,0.0,0.0,0.0,1.0,8.6,0.0,0.0,0,0.0,0
Kerala,11.07,76.07,3,1,2.27,2.27,0.0,1.0,15.7,3.404,0.0,0,0.0,0
Madhya Pradesh,23.57,76.87,2,0,0.0,0.0,0.0,1.0,20.9,0.0,0.0,0,0.0,0
Odisha,19.66,85.79,2,0,0.0,0.0,0.0,1.0,16.4,0.0,0.0,0,0.0,0
Andaman Islands,12.34,92.87,5,2,2.88,3.62,0.737,1.0,60.7,5.428,0.0,2,6.362,0
Maharashtra-Koyna,16.97,72.8,4,2,2.92,3.75,0.83,1.0,53.6,5.632,0.0,0,0.0,0
Rajasthan,26.24,76.13,2,0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0,0.0,0
West Bengal,21.83,88.66,3,0,0.0,0.0,0.0,1.0,17.2,0.0,0.0,0,0.0,0
Manipur,25.54,93.2,5,0,0.0,0.0,0.0,1.0,76.6,0.0,0.0,0,0.0,0
Uttarakhand,29.45,80.35,5,3,2.5,2.93,0.334,1.0,34.0,4.492,0.152,2,6.362,1
Bihar,26.49,85.68,4,3,2.57,2.91,0.275,1.0,12.2,4.511,0.259,1,1.616,1
Kerala,10.52,76.5,3,0,0.0,0.0,0.0,1.0,23.1,0.0,0.0,1,3.181,0
Assam,26.17,91.12,5,2,2.41,2.82,0.409,1.0,19.5,4.256,0.0,0,0.0,0
Uttarakhand,31.09,79.44,5,4,2.54,2.81,0.294,1.0,11.2,4.582,0.599,0,0.0,0
Mizoram,23.62,93.64,5,2,2.18,2.32,0.134,1.0,18.3,3.62,0.0,0,0.0,0
Kashmir,34.3,75.59,5,0,0.0,0.0,0.0,1.0,27.3,0.0,0.0,1,3.181,0
Gujarat-Kutch,22.72,68.92,5,1,2.44,2.44,0.0,1.0,15.1,3.659,0.0,0,0.0,0
Nagaland,26.56,94.47,5,0,0.0,0.0,0.0,1.0,38.2,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.88,95.35,5,1,2.02,2.02,0.0,1.0,109.8,3.029,0.0,0,0.0,0
Andaman Islands,12.42,92.9,5,5,2.25,2.67,0.262,1.471,14.3,4.256,0.852,2,2.167,1
Odisha,19.89,85.8,2,0,0.0,0.0,0.0,1.0,13.6,0.0,0.0,0,0.0,0
West Bengal,21.86,89.39,3,1,2.99,2.99,0.0,1.0,16.1,4.492,0.0,0,0.0,0
Manipur,25.04,94.17,5,0,0.0,0.0,0.0,1.0,18.8,0.0,0.0,0,0.0,0
Meghalaya,25.66,91.79,5,0,0.0,0.0,0.0,1.0,45.2,0.0,0.0,0,0.0,1
Kerala,11.09,75.8,3,0,0.0,0.0,0.0,1.0,5.2,0.0,0.0,0,0.0,0
Andaman Islands,12.88,92.11,5,4,2.78,4.84,1.189,1.0,17.0,7.253,0.489,0,0.0,1
Uttarakhand,30.23,80.14,5,2,2.17,2.24,0.073,1.0,42.3,3.563,0.0,1,3.181,0
Manipur,25.5,93.21,5,1,2.03,2.03,0.0,1.0,13.6,3.044,0.0,0,0.0,0
Karnataka,15.71,75.74,2,0,0.0,0.0,0.0,1.0,6.6,0.0,0.0,0,0.0,0
Nagaland,26.82,95.49,5,0,0.0,0.0,0.0,1.0,12.3,0.0,0.0,0,0.0,0
Maharashtra-Koyna,16.88,73.77,4,0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,1,3.181,0
Kerala,11.0,76.56,3,1,2.45,2.45,0.0,1.0,11.5,3.67,0.0,0,0.0,0
Delhi-NCR,29.51,78.0,4,1,2.33,2.33,0.0,1.0,42.8,3.49,0.0,0,0.0,0
West Bengal,21.71,88.68,3,0,0.0,0.0,0.0,1.0,6.1,0.0,0.0,0,0.0,0
Maharashtra-Koyna,17.69,73.58,4,0,0.0,0.0,0.0,1.0,21.8,0.0,0.0,1,3.181,0
Madhya Pradesh,23.13,78.38,2,0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0,0.0,0
Kerala,11.28,75.49,3,1,2.3,2.3,0.0,1.0,9.7,3.444,0.0,0,0.0,0
Meghalaya,25.59,91.58,5,2,2.6,3.01,0.41,1.0,11.8,4.541,0.0,1,3.181,0
Mizoram,24.5,92.2,5,1,2.05,2.05,0.0,1.0,16.6,3.076,0.0,0,0.0,0
Arunachal Pradesh,27.63,95.11,5,1,2.21,2.21,0.0,1.0,18.3,3.314,0.0,1,3.181,0
West Bengal,22.98,88.21,3,2,2.33,2.44,0.101,1.0,65.0,3.828,0.0,1,3.181,1
Nagaland,26.35,94.68,5,1,2.06,2.06,0.0,1.0,114.4,3.093,0.0,1,3.181,1
Rajasthan,26.32,74.95,2,2,2.24,2.24,0.008,1.0,64.2,3.655,0.0,0,0.0,0
Tamil Nadu,11.22,78.3,2,0,0.0,0.0,0.0,1.0,18.1,0.0,0.0,0,0.0,0
Sikkim,26.61,89.02,4,4,2.61,3.3,0.455,1.0,13.7,5.021,0.787,1,1.083,0
West Bengal,22.04,88.9,3,1,2.87,2.87,0.0,1.0,11.3,4.299,0.0,0,0.0,0
Kashmir,33.69,75.44,5,2,2.55,2.72,0.176,1.0,12.6,4.199,0.0,1,3.181,0
Delhi-NCR,28.92,77.84,4,0,0.0,0.0,0.0,1.0,34.8,0.0,0.0,0,0.0,0
Maharashtra-Koyna,16.92,74.24,4,1,2.14,2.14,0.0,1.0,57.5,3.211,0.0,0,0.0,0
West Bengal,23.28,88.53,3,1,2.54,2.54,0.0,1.0,15.2,3.803,0.0,0,0.0,0
Odisha,19.5,86.61,2,0,0.0,0.0,0.0,1.0,21.8,0.0,0.0,0,0.0,0
Kashmir,33.28,74.08,5,2,2.32,2.35,0.034,1.0,42.9,3.781,0.0,0,0.0,0
Maharashtra-Koyna,18.38,72.87,4,2,2.22,2.25,0.034,1.0,51.1,3.633,0.0,0,0.0,0
Andaman Islands,11.59,92.73,5,5,2.38,3.54,0.585,1.008,73.0,5.32,0.472,1,0.815,1
Bihar,26.44,85.47,4,2,2.14,2.28,0.14,1.0,86.1,3.565,0.0,1,3.181,1
Madhya Pradesh,22.54,77.29,2,0,0.0,0.0,0.0,1.0,12.6,0.0,0.0,0,0.0,0
Tripura,24.76,91.23,5,0,0.0,0.0,0.0,1.0,159.1,0.0,0.0,0,0.0,1
Manipur,25.02,93.37,5,2,2.13,2.15,0.018,1.0,25.1,3.502,0.0,0,0.0,0
Assam,26.16,92.38,5,3,2.43,2.94,0.358,1.0,23.3,4.468,0.968,0,0.0,0
Tamil Nadu,11.55,77.86,2,0,0.0,0.0,0.0,1.0,18.7,0.0,0.0,0,0.0,0
Assam,26.02,91.1,5,3,2.65,2.96,0.219,1.0,30.3,4.58,0.354,0,0.0,1
Tripura,23.91,91.48,5,1,2.47,2.47,0.0,1.0,16.9,3.709,0.0,1,3.181,1
Arunachal Pradesh,27.49,93.98,5,2,2.4,2.48,0.076,1.0,10.6,3.916,0.0,0,0.0,0
West Bengal,22.02,87.82,3,0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.34,68.79,5,2,2.55,2.56,0.019,1.0,14.1,4.12,0.0,1,3.181,1
Madhya Pradesh,23.61,77.43,2,0,0.0,0.0,0.0,1.0,8.2,0.0,0.0,1,3.181,0
Arunachal Pradesh,28.91,94.68,5,0,0.0,0.0,0.0,1.0,64.1,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.0,71.57,3,1,2.21,2.21,0.0,1.0,21.3,3.321,0.0,0,0.0,0
Kashmir,33.34,74.94,5,4,2.97,4.97,1.172,1.0,34.1,7.448,0.571,0,0.0,0
Kashmir,33.55,74.37,5,3,2.31,2.5,0.137,1.0,94.5,3.994,0.469,1,1.616,0
Kashmir,33.62,74.67,5,2,2.22,2.42,0.204,1.0,13.7,3.728,0.0,0,0.0,0
West Bengal,22.3,88.5,3,2,2.52,2.84,0.316,1.0,13.8,4.302,0.0,0,0.0,0
Kashmir,34.23,74.71,5,5,2.91,4.41,0.808,0.454,53.6,6.615,0.925,0,0.0,1
Karnataka,15.26,75.92,2,0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0,0.0,0
Meghalaya,25.63,90.91,5,3,2.3,2.66,0.261,1.0,70.1,4.113,0.984,0,0.0,0
Manipur,25.06,94.2,5,0,0.0,0.0,0.0,1.0,36.2,0.0,0.0,1,3.181,0
Manipur,25.71,94.66,5,2,2.37,2.58,0.216,1.0,19.1,3.963,0.0,0,0.0,0
Gujarat-Saurashtra,23.14,72.3,3,2,2.39,2.49,0.095,1.0,32.4,3.912,0.0,0,0.0,1
Himachal Pradesh,30.75,76.28,5,1,2.54,2.54,0.0,1.0,25.4,3.808,0.0,3,9.544,0
Karnataka,14.97,75.65,2,0,0.0,0.0,0.0,1.0,10.6,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.69,94.48,5,4,2.28,2.41,0.088,1.0,32.4,4.038,0.328,1,1.083,1
Maharashtra-Koyna,16.7,73.08,4,0,0.0,0.0,0.0,1.0,32.1,0.0,0.0,0,0.0,0
Kerala,10.52,76.55,3,2,2.31,2.55,0.247,1.0,9.8,3.904,0.0,0,0.0,0
Maharashtra-Koyna,16.8,72.98,4,0,0.0,0.0,0.0,1.0,25.4,0.0,0.0,0,0.0,0
Tamil Nadu,11.47,77.77,2,1,2.35,2.35,0.0,1.0,21.9,3.521,0.0,0,0.0,1
Assam,26.32,91.92,5,6,2.53,3.44,0.449,0.754,49.0,5.225,0.85,0,0.0,1
Assam,25.45,91.09,5,5,2.71,3.31,0.401,0.57,32.0,5.133,0.707,2,2.167,1
Mizoram,23.72,92.24,5,2,2.26,2.27,0.006,1.0,28.3,3.693,0.0,0,0.0,0
Himachal Pradesh,30.91,76.74,5,3,2.29,2.42,0.164,1.0,23.4,3.97,0.747,0,0.0,0
Bihar,25.49,85.24,4,2,2.36,2.62,0.258,1.0,22.2,3.993,0.0,0,0.0,0
Tamil Nadu,10.51,79.41,2,0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0,0.0,0
Sikkim,27.66,87.85,4,4,2.52,3.04,0.301,1.0,18.9,4.66,0.925,0,0.0,0
Arunachal Pradesh,27.42,94.36,5,4,2.18,2.36,0.114,1.0,14.4,3.907,0.642,0,0.0,1
Assam,25.86,92.07,5,5,2.57,4.18,0.811,0.704,25.2,6.274,0.782,1,0.815,1
Andaman Islands,11.99,93.06,5,1,2.71,2.71,0.0,1.0,39.4,4.071,0.0,1,3.181,1
Rajasthan,27.6,75.96,2,2,2.16,2.22,0.057,1.0,40.1,3.548,0.0,1,3.181,1
Nagaland,27.07,94.74,5,1,2.38,2.38,0.0,1.0,61.2,3.574,0.0,0,0.0,0
Uttarakhand,29.87,78.54,5,2,2.23,2.43,0.194,1.0,63.5,3.741,0.0,0,0.0,0
Gujarat-Kutch,23.48,69.54,5,0,0.0,0.0,0.0,1.0,15.9,0.0,0.0,0,0.0,0
Nagaland,25.52,95.07,5,0,0.0,0.0,0.0,1.0,21.7,0.0,0.0,1,3.181,1
Manipur,23.85,94.18,5,1,2.16,2.16,0.0,1.0,19.5,3.238,0.0,1,3.181,1
Meghalaya,25.0,91.58,5,1,2.16,2.16,0.0,1.0,26.6,3.247,0.0,2,6.362,1
Himachal Pradesh,31.07,78.09,5,2,3.25,3.27,0.015,1.0,41.7,5.179,0.0,0,0.0,0
Meghalaya,25.72,92.57,5,0,0.0,0.0,0.0,1.0,73.9,0.0,0.0,0,0.0,0
Manipur,25.14,94.72,5,2,2.19,2.34,0.146,1.0,13.2,3.643,0.0,2,6.362,1
Tamil Nadu,10.37,77.88,2,0,0.0,0.0,0.0,1.0,17.4,0.0,0.0,0,0.0,0
Odisha,20.59,85.76,2,0,0.0,0.0,0.0,1.0,6.7,0.0,0.0,0,0.0,0
Assam,26.75,91.67,5,3,2.24,2.41,0.17,1.0,139.0,3.897,0.575,0,0.0,0
Kerala,11.38,76.68,3,1,2.31,2.31,0.0,1.0,20.7,3.47,0.0,0,0.0,0
Nagaland,26.02,94.77,5,2,2.35,2.59,0.243,1.0,88.0,3.965,0.0,3,9.544,0
Rajasthan,27.9,75.98,2,0,0.0,0.0,0.0,1.0,27.1,0.0,0.0,1,3.181,0
Mizoram,24.07,91.93,5,3,2.17,2.3,0.095,1.0,40.5,3.754,0.809,0,0.0,0
Bihar,24.67,85.84,4,2,2.25,2.26,0.012,1.0,12.1,3.678,0.0,0,0.0,0
West Bengal,23.38,88.34,3,2,2.98,3.92,0.937,1.0,83.9,5.876,0.0,0,0.0,0
Kashmir,33.94,74.14,5,3,2.59,3.1,0.382,1.0,24.8,4.712,0.037,1,1.616,1
Ladakh,34.82,77.25,5,1,2.27,2.27,0.0,1.0,52.3,3.407,0.0,0,0.0,0
Tamil Nadu,10.16,78.63,2,0,0.0,0.0,0.0,1.0,12.5,0.0,0.0,0,0.0,0
Bihar,26.08,85.21,4,5,2.32,2.93,0.321,1.164,37.7,4.515,0.519,0,0.0,1
Bihar,25.56,84.75,4,2,2.28,2.39,0.109,1.0,42.1,3.748,0.0,0,0.0,0
Mizoram,23.02,92.89,5,1,2.29,2.29,0.0,1.0,48.7,3.432,0.0,2,6.362,0
Kerala,11.04,75.48,3,1,2.08,2.08,0.0,1.0,6.2,3.124,0.0,0,0.0,0
Meghalaya,26.1,91.77,5,5,2.63,3.0,0.338,0.636,16.7,4.862,0.851,2,2.167,1
Arunachal Pradesh,27.44,94.25,5,2,2.29,2.45,0.155,1.0,21.9,3.801,0.0,0,0.0,0
Karnataka,14.51,75.22,2,0,0.0,0.0,0.0,1.0,38.4,0.0,0.0,0,0.0,0
Himachal Pradesh,30.57,77.86,5,2,2.18,2.31,0.136,1.0,40.7,3.614,0.0,1,3.181,0
Andaman Islands,12.23,93.35,5,4,2.3,2.65,0.227,1.0,53.3,4.197,0.713,0,0.0,0
West Bengal,21.77,87.68,3,1,2.04,2.04,0.0,1.0,6.0,3.057,0.0,1,3.181,0
Bihar,24.66,86.03,4,3,2.52,2.94,0.377,1.0,50.8,4.539,0.478,1,1.616,1
Ladakh,34.97,76.91,5,2,2.2,2.26,0.064,1.0,50.9,3.609,0.0,2,6.362,0
Uttarakhand,30.44,79.72,5,3,2.37,2.61,0.263,1.0,58.5,4.166,0.676,2,6.362,0
Gujarat-Kutch,23.46,69.54,5,1,2.69,2.69,0.0,1.0,30.8,4.033,0.0,1,3.181,0
Arunachal Pradesh,27.87,95.26,5,2,2.02,2.04,0.015,1.0,10.4,3.335,0.0,0,0.0,0
Meghalaya,24.69,91.31,5,1,2.27,2.27,0.0,1.0,21.8,3.401,0.0,0,0.0,0
Maharashtra-Koyna,17.27,73.75,4,0,0.0,0.0,0.0,1.0,21.7,0.0,0.0,0,0.0,0
Sikkim,27.34,88.82,4,1,2.37,2.37,0.0,1.0,116.6,3.559,0.0,0,0.0,0
Maharashtra-Koyna,18.24,73.18,4,1,2.11,2.11,0.0,1.0,70.6,3.173,0.0,0,0.0,0
Arunachal Pradesh,28.38,94.48,5,0,0.0,0.0,0.0,1.0,29.6,0.0,0.0,1,3.181,0
Nagaland,26.28,93.78,5,2,2.28,2.49,0.207,1.0,33.4,3.824,0.0,0,0.0,0
Tamil Nadu,11.4,78.79,2,0,0.0,0.0,0.0,1.0,35.3,0.0,0.0,0,0.0,0
Tamil Nadu,11.89,78.16,2,1,2.65,2.65,0.0,1.0,28.1,3.976,0.0,0,0.0,1
Andaman Islands,12.12,93.03,5,3,2.15,2.23,0.07,1.0,26.5,3.718,0.219,4,10.0,0
Arunachal Pradesh,27.36,94.6,5,4,2.3,2.9,0.349,1.0,25.6,4.422,0.556,1,1.083,0
Odisha,21.03,86.25,2,1,2.29,2.29,0.0,1.0,18.4,3.43,0.0,0,0.0,0
Nagaland,26.53,94.68,5,0,0.0,0.0,0.0,1.0,33.1,0.0,0.0,0,0.0,0
Karnataka,15.86,76.13,2,1,2.17,2.17,0.0,1.0,8.8,3.257,0.0,0,0.0,0
Odisha,20.34,86.38,2,1,3.22,3.22,0.0,1.0,44.2,4.836,0.0,2,6.362,1
Delhi-NCR,28.44,76.24,4,0,0.0,0.0,0.0,1.0,72.3,0.0,0.0,0,0.0,0
Mizoram,24.68,93.05,5,2,2.2,2.23,0.038,1.0,91.2,3.597,0.0,0,0.0,0
Uttarakhand,29.66,78.77,5,5,2.18,2.26,0.089,1.911,166.2,3.983,0.762,2,2.167,1
Maharashtra-Koyna,16.45,73.45,4,1,2.57,2.57,0.0,1.0,34.0,3.86,0.0,0,0.0,0
Sikkim,26.47,88.11,4,2,2.43,2.51,0.08,1.0,10.2,3.958,0.0,1,3.181,0
Arunachal Pradesh,27.79,95.09,5,2,2.79,2.84,0.055,1.0,12.9,4.491,0.0,2,6.362,1
Mizoram,24.52,91.77,5,0,0.0,0.0,0.0,1.0,12.4,0.0,0.0,2,6.362,0
Assam,26.73,91.78,5,4,2.65,3.11,0.467,1.0,33.6,4.983,0.81,1,1.083,0
Tripura,23.16,91.67,5,3,2.53,2.83,0.214,1.0,74.3,4.396,0.207,0,0.0,1
Uttarakhand,30.07,79.34,5,1,2.35,2.35,0.0,1.0,11.8,3.53,0.0,0,0.0,0
Andaman Islands,11.53,93.36,5,6,2.48,3.02,0.379,0.823,63.6,4.85,0.665,1,0.653,0
Uttarakhand,30.81,79.44,5,3,2.61,2.85,0.294,1.0,30.5,4.558,0.41,1,1.616,0
Manipur,25.19,93.52,5,3,2.68,3.46,0.573,1.0,15.7,5.206,0.577,1,1.616,1
Nagaland,25.8,94.42,5,2,2.23,2.25,0.016,1.0,11.9,3.652,0.0,0,0.0,0
Maharashtra-Koyna,16.86,73.53,4,0,0.0,0.0,0.0,1.0,19.6,0.0,0.0,1,3.181,1
Arunachal Pradesh,27.85,95.01,5,1,2.22,2.22,0.0,1.0,13.4,3.329,0.0,0,0.0,0
West Bengal,22.02,87.8,3,0,0.0,0.0,0.0,1.0,14.9,0.0,0.0,0,0.0,0
Assam,25.14,92.7,5,3,2.21,2.34,0.1,1.0,17.4,3.812,0.884,1,1.616,0
Kashmir,34.24,75.76,5,6,2.48,2.98,0.279,0.823,60.1,4.723,0.683,0,0.0,1
Andaman Islands,12.06,92.1,5,6,2.31,2.43,0.114,1.196,16.4,4.28,0.628,3,3.25,1
West Bengal,23.32,88.26,3,0,0.0,0.0,0.0,1.0,14.3,0.0,0.0,2,6.362,0
Uttarakhand,29.39,79.32,5,5,2.27,2.72,0.228,1.363,26.7,4.275,0.533,3,4.849,1
Tamil Nadu,11.5,78.77,2,0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,0,0.0,0
Delhi-NCR,28.12,77.94,4,2,2.24,2.31,0.066,1.0,51.9,3.679,0.0,0,0.0,0
Gujarat-Kutch,23.95,69.37,5,4,2.25,2.38,0.093,1.0,10.5,4.003,1.107,0,0.0,1
Gujarat-Saurashtra,22.04,72.15,3,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Assam,25.62,91.05,5,4,2.28,2.68,0.263,1.0,20.0,4.206,0.783,1,1.083,0
Tripura,24.76,91.34,5,1,2.36,2.36,0.0,1.0,20.7,3.537,0.0,0,0.0,0
Bihar,25.72,84.94,4,2,2.11,2.2,0.093,1.0,27.3,3.484,0.0,0,0.0,0
Assam,26.15,91.33,5,3,2.51,3.2,0.498,1.0,40.5,4.828,0.188,1,1.616,0
Meghalaya,25.73,91.29,5,1,3.17,3.17,0.0,1.0,26.5,4.755,0.0,0,0.0,0
Madhya Pradesh,23.45,77.78,2,1,2.22,2.22,0.0,1.0,9.8,3.329,0.0,0,0.0,0
Arunachal Pradesh,29.2,94.4,5,3,2.54,3.19,0.459,1.0,28.0,4.818,0.258,0,0.0,0
Uttarakhand,29.61,78.95,5,3,2.79,2.92,0.129,1.0,35.8,4.695,0.774,0,0.0,0
Delhi-NCR,28.45,78.12,4,2,2.12,2.17,0.058,1.0,21.1,3.484,0.0,0,0.0,0
Tamil Nadu,11.01,79.01,2,0,0.0,0.0,0.0,1.0,16.3,0.0,0.0,0,0.0,0
Kashmir,33.54,73.98,5,2,2.62,2.91,0.293,1.0,26.6,4.42,0.0,1,3.181,0
Himachal Pradesh,30.16,76.34,5,2,2.13,2.19,0.065,1.0,18.0,3.506,0.0,1,3.181,1
Karnataka,16.13,75.04,2,0,0.0,0.0,0.0,1.0,24.2,0.0,0.0,0,0.0,0
Sikkim,27.3,89.4,4,1,2.1,2.1,0.0,1.0,47.7,3.148,0.0,0,0.0,0
Kerala,9.67,76.03,3,0,0.0,0.0,0.0,1.0,29.4,0.0,0.0,1,3.181,0
Andaman Islands,12.76,92.87,5,5,2.69,2.95,0.33,0.584,18.5,4.916,0.455,2,2.167,1
West Bengal,21.8,87.44,3,0,0.0,0.0,0.0,1.0,7.2,0.0,0.0,1,3.181,0
Ladakh,33.7,77.21,5,4,2.55,3.29,0.472,1.0,58.1,4.997,0.341,1,1.083,1
Rajasthan,27.38,75.84,2,1,2.17,2.17,0.0,1.0,66.6,3.255,0.0,0,0.0,0
Tamil Nadu,10.69,77.77,2,0,0.0,0.0,0.0,1.0,14.1,0.0,0.0,0,0.0,0
Delhi-NCR,28.83,77.13,4,2,2.58,3.12,0.533,1.0,42.0,4.685,0.0,1,3.181,0
West Bengal,23.35,87.62,3,0,0.0,0.0,0.0,1.0,25.7,0.0,0.0,0,0.0,0
Bihar,24.98,84.18,4,2,2.4,2.64,0.238,1.0,20.4,4.039,0.0,0,0.0,0
Nagaland,25.77,94.05,5,0,0.0,0.0,0.0,1.0,56.2,0.0,0.0,1,3.181,1
Manipur,24.07,94.71,5,2,2.29,2.54,0.244,1.0,40.0,3.881,0.0,0,0.0,0
Manipur,25.12,94.11,5,4,2.4,2.63,0.223,1.0,18.5,4.308,0.778,1,1.083,1
Bihar,25.26,86.0,4,0,0.0,0.0,0.0,1.0,10.4,0.0,0.0,0,0.0,0
Ladakh,34.27,77.34,5,2,2.52,2.82,0.295,1.0,71.1,4.278,0.0,0,0.0,0
Tripura,24.2,92.07,5,1,3.54,3.54,0.0,1.0,32.1,5.308,0.0,2,6.362,0
Madhya Pradesh,23.93,77.47,2,0,0.0,0.0,0.0,1.0,20.4,0.0,0.0,0,0.0,0
Uttarakhand,30.52,79.85,5,4,2.85,4.34,0.917,1.0,11.9,6.511,0.406,1,1.083,1
Kashmir,34.81,74.81,5,2,2.56,2.6,0.044,1.0,37.9,4.143,0.0,0,0.0,0
Bihar,25.35,84.61,4,2,2.23,2.44,0.215,1.0,78.0,3.751,0.0,1,3.181,0
Bihar,25.71,84.77,4,3,2.35,2.74,0.286,1.0,41.6,4.215,0.548,0,0.0,0
Sikkim,27.6,88.91,4,1,2.12,2.12,0.0,1.0,25.6,3.173,0.0,2,6.362,0
Himachal Pradesh,30.56,76.66,5,2,2.44,2.69,0.254,1.0,23.7,4.111,0.0,2,6.362,0
Delhi-NCR,29.52,77.24,4,2,2.2,2.23,0.039,1.0,10.2,3.598,0.0,0,0.0,0
Karnataka,16.27,76.2,2,0,0.0,0.0,0.0,1.0,21.2,0.0,0.0,0,0.0,0
Sikkim,27.98,89.41,4,1,2.4,2.4,0.0,1.0,33.8,3.606,0.0,0,0.0,0
Tripura,24.14,91.91,5,1,2.78,2.78,0.0,1.0,23.6,4.164,0.0,0,0.0,0
Odisha,20.68,85.31,2,0,0.0,0.0,0.0,1.0,21.2,0.0,0.0,0,0.0,0
Mizoram,23.09,91.92,5,2,2.62,3.08,0.459,1.0,15.5,4.643,0.0,0,0.0,0
West Bengal,22.42,89.31,3,1,2.76,2.76,0.0,1.0,7.6,4.146,0.0,2,6.362,0
Manipur,25.07,93.56,5,1,3.12,3.12,0.0,1.0,46.6,4.687,0.0,1,3.181,0
Tripura,23.98,90.81,5,0,0.0,0.0,0.0,1.0,31.2,0.0,0.0,0,0.0,0
Andaman Islands,11.83,93.3,5,3,2.26,2.37,0.115,1.0,16.3,3.897,0.095,0,0.0,0
Assam,26.03,90.74,5,2,3.22,3.29,0.074,1.0,14.8,5.142,0.0,1,3.181,1
Manipur,24.12,93.06,5,4,2.21,2.29,0.07,1.0,46.0,3.926,0.834,0,0.0,1
Himachal Pradesh,30.45,76.26,5,4,2.38,3.0,0.365,1.0,14.9,4.569,1.156,0,0.0,0
Manipur,25.41,93.68,5,4,2.2,2.45,0.146,1.0,22.1,3.969,0.833,0,0.0,1
Meghalaya,25.99,91.61,5,1,2.06,2.06,0.0,1.0,109.8,3.094,0.0,1,3.181,1
Rajasthan,27.66,74.82,2,0,0.0,0.0,0.0,1.0,6.1,0.0,0.0,0,0.0,0
Bihar,25.47,85.66,4,2,2.63,3.22,0.594,1.0,16.2,4.837,0.0,1,3.181,0
Rajasthan,26.0,76.27,2,1,2.5,2.5,0.0,1.0,7.8,3.75,0.0,0,0.0,1
Himachal Pradesh,31.9,77.56,5,3,3.18,4.04,0.62,1.0,59.2,6.066,0.063,1,1.616,0
Bihar,26.13,85.49,4,1,2.09,2.09,0.0,1.0,14.0,3.129,0.0,0,0.0,0
Uttarakhand,29.66,79.21,5,0,0.0,0.0,0.0,1.0,31.1,0.0,0.0,1,3.181,0
Delhi-NCR,28.55,78.01,4,1,2.38,2.38,0.0,1.0,33.8,3.571,0.0,1,3.181,0
Delhi-NCR,28.3,76.21,4,2,2.19,2.21,0.028,1.0,13.5,3.581,0.0,0,0.0,0
Tripura,24.13,92.23,5,2,2.15,2.2,0.049,1.0,46.4,3.537,0.0,0,0.0,0
Manipur,25.23,92.93,5,1,2.05,2.05,0.0,1.0,29.6,3.076,0.0,0,0.0,0
Gujarat-Saurashtra,22.07,72.09,3,0,0.0,0.0,0.0,1.0,10.2,0.0,0.0,0,0.0,0
